wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
666,nao_irrigado,1.5247192727,-0.0044868857,0.0044868857,3.8877930951
391,nao_irrigado,1.2761332047,-0.0090319471,0.0090319471,3.8641479804
1920,nao_irrigado,1.3714708337,-0.0072611426,0.0072611426,3.8636143273
955,nao_irrigado,1.1068044136,-0.0121058441,0.0121058441,3.8403932646
2432,irrigado,1.0879949535,0.0124136166,0.0124136166,3.8260717286
1239,irrigado,1.1048432823,0.0120770641,0.0120770641,3.8177881948
1005,nao_irrigado,1.2087527408,-0.0101445667,0.0101445667,3.8163465505
467,irrigado,1.2845546527,0.0086910090,0.0086910090,3.8001027796
471,irrigado,1.2780986486,0.0088078834,0.0088078834,3.7990846584
954,nao_irrigado,1.0857810138,-0.0123738281,0.0123738281,3.7980212419
1661,irrigado,1.1201183932,0.0115886292,0.0115886292,3.7466996380
443,irrigado,1.2220526149,0.0095501019,0.0095501019,3.6957688341
1091,irrigado,1.2235501297,0.0095071066,0.0095071066,3.6904953096
442,irrigado,1.1984057403,0.0099265151,0.0099265151,3.6741180660
2287,irrigado,1.0286239061,0.0130689730,0.0130689730,3.6712269150
2305,nao_irrigado,1.1760694656,-0.0102140305,0.0102140305,3.6300698789
972,irrigado,1.4593937049,0.0049419911,0.0049419911,3.6251663802
996,nao_irrigado,1.1908625981,-0.0097908253,0.0097908253,3.5785032379
1004,nao_irrigado,1.2039663952,-0.0094893170,0.0094893170,3.5582722937
1241,irrigado,1.1243634660,0.0108996790,0.0108996790,3.5350684441
997,nao_irrigado,1.2035443314,-0.0094081019,0.0094081019,3.5273870617
1916,nao_irrigado,1.4016579746,-0.0057309531,0.0057309531,3.5271871504
673,nao_irrigado,1.2224653007,-0.0090349033,0.0090349033,3.5197339665
628,nao_irrigado,1.4509109310,-0.0046546322,0.0046546322,3.4708986943
1094,irrigado,1.3411126733,0.0066618126,0.0066618126,3.4603394310
1634,irrigado,1.1162546526,0.0108205961,0.0108205961,3.4554461210
466,irrigado,1.2631974172,0.0080714374,0.0080714374,3.4477427722
402,nao_irrigado,1.2090372701,-0.0090169487,0.0090169487,3.4270756143
2304,nao_irrigado,1.1794773875,-0.0095303810,0.0095303810,3.4148887226
998,nao_irrigado,1.2034420675,-0.0090396815,0.0090396815,3.3989461243
1003,nao_irrigado,1.1952751149,-0.0091734326,0.0091734326,3.3927687598
1660,irrigado,1.1088711292,0.0107499111,0.0107499111,3.3834049107
468,irrigado,1.2869317979,0.0073870099,0.0073870099,3.3631252903
403,nao_irrigado,1.2097047449,-0.0088075352,0.0088075352,3.3587390149
1781,irrigado,1.1286456667,0.0102156903,0.0102156903,3.3253970501
665,nao_irrigado,1.4952412757,-0.0033688226,0.0033688226,3.3102663838
1228,irrigado,1.0070720565,0.0123560002,0.0123560002,3.2852190076
999,nao_irrigado,1.1990344470,-0.0087924714,0.0087924714,3.2848337563
853,nao_irrigado,1.1473360125,-0.0097481310,0.0097481310,3.2835315287
1000,nao_irrigado,1.1956145278,-0.0088050754,0.0088050754,3.2671926342
1002,nao_irrigado,1.1905604537,-0.0088906389,0.0088906389,3.2643383442
2307,nao_irrigado,1.1130504529,-0.0103190718,0.0103190718,3.2608735274
2303,nao_irrigado,1.1549721282,-0.0094999399,0.0094999399,3.2465997907
1921,nao_irrigado,1.3256066893,-0.0062928934,0.0062928934,3.2325777361
1001,nao_irrigado,1.1913160153,-0.0087799861,0.0087799861,3.2308228275
1097,irrigado,1.3285857692,0.0061950047,0.0061950047,3.2178012626
980,nao_irrigado,1.1150251001,-0.0100749629,0.0100749629,3.1889169761
1090,irrigado,1.1688089457,0.0089766117,0.0089766117,3.1541511272
921,nao_irrigado,1.1462342099,-0.0092916005,0.0092916005,3.1180969094
2223,nao_irrigado,1.1554203299,-0.0091126876,0.0091126876,3.1151703305
933,nao_irrigado,0.9605182492,-0.0127175383,0.0127175383,3.1109659763
922,nao_irrigado,1.2039686232,-0.0081451967,0.0081451967,3.0920927695
1281,irrigado,1.1217207831,0.0096382076,0.0096382076,3.0805305501
441,irrigado,1.1648662184,0.0086833984,0.0086833984,3.0270753924
674,nao_irrigado,1.1479561630,-0.0089953603,0.0089953603,3.0264326561
