sample_name,data_coleta,genotipo,condicao,PC1,PC2
B4_CD202_NIRR_REP_RECUP00007.asd,2017-03-02,CD202,nao_irrigado,0.0104871181,0.0358117367
B4_EMB48_IRR_REP_RECUP00000.asd,2017-03-02,EMB48,irrigado,0.0046093499,0.0359321818
B4_EMB48_IRR_REP_RECUP00001.asd,2017-03-02,EMB48,irrigado,0.0054727996,0.0408913924
B4_EMB48_IRR_REP_RECUP00002.asd,2017-03-02,EMB48,irrigado,0.0039424347,0.0088767309
B4_EMB48_IRR_REP_RECUP00003.asd,2017-03-02,EMB48,irrigado,0.0040194700,0.0113427972
B4_EMB48_IRR_REP_RECUP00004.asd,2017-03-02,EMB48,irrigado,-0.0226400430,0.0500421364
B4_EMB48_IRR_REP_RECUP00005.asd,2017-03-02,EMB48,irrigado,-0.0207009474,0.0365135979
B4_EMB48_IRR_REP_RECUP00006.asd,2017-03-02,EMB48,irrigado,-0.0186560028,0.0398862160
B4_EMB48_IRR_REP_RECUP00007.asd,2017-03-02,EMB48,irrigado,-0.0177594198,0.0282329991
B4_EMB48_NIRR_REP_RECUP00000.asd,2017-03-02,EMB48,nao_irrigado,0.0193221992,0.0269967815
B4_EMB48_NIRR_REP_RECUP00001.asd,2017-03-02,EMB48,nao_irrigado,0.0218561143,0.0225978385
B4_EMB48_NIRR_REP_RECUP00002.asd,2017-03-02,EMB48,nao_irrigado,0.0219702872,-0.0005087403
B4_EMB48_NIRR_REP_RECUP00003.asd,2017-03-02,EMB48,nao_irrigado,0.0248118965,0.0409557530
B4_EMB48_NIRR_REP_RECUP00004.asd,2017-03-02,EMB48,nao_irrigado,0.0157841518,0.0355425921
B4_EMB48_NIRR_REP_RECUP00005.asd,2017-03-02,EMB48,nao_irrigado,0.0149613174,0.0215618298
B4_EMB48_NIRR_REP_RECUP00006.asd,2017-03-02,EMB48,nao_irrigado,0.0150303331,0.0133523844
B4_EMB48_NIRR_REP_RECUP00007.asd,2017-03-02,EMB48,nao_irrigado,0.0162687549,0.0370410839
